col0,col1,col2,col3
Arnoldo Mondadori Editore,Segrate,1907-01-01,Ostiglia
Salani,Milan,1862-01-01,Florence
Messaggerie italiane,Milan,1914-01-01,Bologna
Skira,Milan,1928-01-01,Lausanne
UTET,Milan,1791-01-01,Turin
Guanda editions,Milan,1932-01-01,Modena
Hachette,Milan,1826-01-01,Paris
Morcelliana,Brescia,1925-01-01,Brescia
Silvana Editoriale,Cinisello Balsamo,1948-01-01,Milan
Alpha Test,Milan,1987-01-01,Milan
Raffaello Cortina editore,Milan,1980-01-01,Milan
Hoepli,Milan,1870-01-01,Milan
Guerini e associati,Milan,1987-01-01,Milan
