col0,col1,col2,col3,col4
St Peter's CofE Primary School,primary school,Diocese of Lincoln,Church of England,Diocese of Lincoln
"St Mary's Church of England Primary School, Banbury",academy school,Diocese of Oxford,Church of England,Diocese of Oxford
Belchamp St Paul Church of England Primary School,academy school,Diocese of Chelmsford,Church of England,Diocese of Chelmsford
Isham Church of England Primary School,academy school,Diocese of Peterborough,Church of England,Diocese of Peterborough
Cranford CofE Primary School,academy school,Diocese of Peterborough,Church of England,Diocese of Peterborough
Northbourne Church of England Primary School,academy school,Diocese of Oxford,Church of England,Diocese of Oxford
Ridgewell Church of England Primary School,academy school,Diocese of Chelmsford,Church of England,Diocese of Chelmsford
North Hinksey Church of England Primary School,academy school,Diocese of Oxford,Church of England,Diocese of Oxford
Kidmore End Church of England Primary School,academy school,Diocese of Oxford,Church of England,Diocese of Oxford
Deddington Church of England Primary School,academy school,Diocese of Oxford,Church of England,Diocese of Oxford
