col0,col1,col2
debitel,telecommunication,GmbH
Proximus,digital television,NV/SA
BASE,mobile phone,NV/SA
Ericsson,Information and Communications Technology,aktiebolag
Bouygues Telecom,Mobile phone industry,S.A.
WOM,telecommunications industry,S.A.
Hurricane Electric,Internet service provider,limited liability company
Mobilis,Mobile phone industry,joint-stock company
Telefónica Deutschland,telecommunications industry,joint-stock company
Gamtel,telecommunications industry,joint-stock company
Thuraya,telecommunications industry,joint-stock company
Crnogorski Telekom,telecommunications industry,joint-stock company
