col0,col1,col2,col3
Ysgol Sn Y Don,Colwyn Bay,Conwy County Borough,2015/09/01
Ysgol Nant Y Gros,Colwyn Bay,Conwy County Borough,2015/09/01
Tonyrefail Communiy School,Tonyrefail,Rhondda Cynon Taf,2018/09/01
Cymmgr PrimarySchool,Cymmer,Rhondda Cynon Taf,2016/09/01
Cwmbach Communivy Primary,Cwmbach,Rhondda Cynon Taf,2012/09/01
Maerdy CommunityPrimary School,"Ferndale, Rhondda Cynon Taf",Rhondda Cynon Taf,2010/09/01
Ynysboeth Comuniwy Primary,Mountain Ash,Rhondda Cynon Taf,2012/09/01
Abercynon Communkty Primary School,Mountain Ash,Rhondda Cynon Taf,2012/01/01
Ysgol Nantgwn,Tonypandy,Rhondda Cynon Taf,2018/09/01
Cwmdman Primary,Aberdare,Rhondda Cynon Taf,2018/09/01
Aberdare Park Pimary,Aberdare,Rhondda Cynon Taf,2010/01/04
Idris Davies School#3 to 18,Abertysswg,Caerphilly County Borough,2018/01/01
Islwyn Hijh School,Blackwood,Caerphilly County Borough,2016/09/01
Mynydd Cynffig Primar| School,Kenfig Hill,Bridgend County Borough,2015/09/01
