col0,col1,col2
Harlequin F.C.,rugby union,Adidas
CA Brive,rugby union,Adidas
Leeds Carnegie RFC,rugby union,XBlades
London Irish RFC,rugby union,XBlades
Gloucester Rugby,rugby union,XBlades
Newcastle Falcons,rugby union,International Sports Clothing
Sale Sharks,rugby union,Samurai Sportswear
Exeter Chiefs,rugby union,Samurai Sportswear
Ulster Rugby,rugby union,Kukri Sports
Leicester Tigers,rugby union,Kukri Sports
Connacht Rugby,rugby union,BLK
RC Timişoara,rugby union,Canterbury of New Zealand
Petrarca Padova Rugby,rugby union,Canterbury of New Zealand
Worcester Warriors,rugby union,Canterbury of New Zealand
Union Bordeaux Bègles,rugby union,Canterbury of New Zealand
Ospreys,rugby union,Canterbury of New Zealand
Cheetahs,rugby union,Canterbury of New Zealand
Southern Kings,rugby union,Canterbury of New Zealand
Bath Rugby,rugby union,Canterbury of New Zealand
British & Irish Lions,rugby union,Canterbury of New Zealand
