col0,col1,col2
Communauté de communes de Desvres-Samer,23419,31
Communauté de communes Cère et Goul en Carladès,5043,11
Communauté de communes de Calvi Balagne,12132,14
Communauté de communes de Bléré Val de Cher,21898,15
Communauté de communes Val de l'Indre - Brenne,13894,12
Communauté de communes Vallée de l'Hérault,38635,28
Communauté de communes Sauldre et Sologne,14318,13
Communauté de communes du Pays de Lapalisse,8700,14
Communauté de communes du Pays de Falaise,28902,58
Communauté de communes Dieulefit-Bourdeaux,9715,21
Communauté de communes du Grand Chambord,21064,16
Communauté de communes du Pays Solesmois,15296,15
Communauté de communes du Pays Châtillonnais,21021,107
Communauté de communes du Pays Beaume-Drobie,8912,19
Communauté de communes du Massif du Sancy,9869,20
Communauté de communes du Liancourtois,23934,10
Communauté de communes du Grand Pontarlier,28052,10
Communauté de communes du Haut Val-d'Oise,38498,9
Communauté de communes du Haut-Lignon,8348,6
Communauté de communes du Gâtinais en Bourgogne,17798,26
