col0,col1,col2,col3
La Encina station,Villena,Spain,Central European Time
Cañada de Morote,Albacete Province,Spain,UTC+01:00
Aldea de Pinilla,Albacete Province,Spain,UTC+01:00
Aldea de Mesones,Albacete Province,Spain,UTC+01:00
Aldea de Las Hoyas,Albacete Province,Spain,UTC+01:00
Aldea de Fuente Carrasca,Albacete Province,Spain,UTC+01:00
Aldea de El Quejigal,Albacete Province,Spain,UTC+01:00
La Campaneta,Orihuela,Spain,UTC+01:00
La Alfera,Molinicos,Spain,UTC+01:00
Fuente-Higuera,Albacete Province,Spain,UTC+01:00
Vegallera,Albacete Province,Spain,UTC+01:00
Los Collados,Albacete Province,Spain,UTC+01:00
Los Chóvales,Albacete Province,Spain,UTC+01:00
Los Alejos,Albacete Province,Spain,UTC+01:00
