col0,col1,col2
2016 Ricoh Open (men),2015 Topshelf Open (men),Association of Tennis Professionals
2016 Apia International Sydney (men),2015 Apia International Sydney (men),Association of Tennis Professionals
2016 Brisbane International (men),2015 Brisbane International (men),Association of Tennis Professionals
2019 Rogers Cup,2018 Rogers Cup,Women's Tennis Association
2020 ASB Classic (women),2019 ASB Classic (women),Women's Tennis Association
2019 Kremlin Cup (women),2018 Kremlin Cup (women),Women's Tennis Association
2019 Rogers Cup,2018 Rogers Cup,Association of Tennis Professionals
2020 Dubai Tennis Championships (men),2019 Dubai Tennis Championships (men),Association of Tennis Professionals
2020 ASB Classic (men),2019 ASB Classic (men),Association of Tennis Professionals
2019 Kremlin Cup,2018 Kremlin Cup (men),Association of Tennis Professionals
2019 China Open (men),2018 China Open (men),Association of Tennis Professionals
2010 Pilot Pen Tennis (women),2009 Pilot Pen Tennis (women),Women's Tennis Association
