col0,col1,col2,col3
Sainte-Croix-du-Mont AOC,France,Gironde,1936-01-01
Côtes de Bourg,France,Gironde,1936-01-01
Côtes de Blaye AOC,France,Gironde,1936-01-01
Canon Fronsac,France,Gironde,1939-01-01
Sauternes,France,Gironde,1936-09-30
Lalande-de-Pomerol AOC,France,Gironde,1936-01-01
Médoc AOC,France,Gironde,1938-01-01
Fronsac AOC,France,Gironde,1937-01-01
Hermitage AOC,France,Drôme,1937-01-01
AOC Côteaux-de-Die,France,Drôme,1993-01-01
Clairette de Die AOC,France,Drôme,1942-01-01
Châtillon-en-Diois,France,Drôme,1975-01-01
Crozes-Hermitage AOC,France,Drôme,1937-01-01
Saussignac AOC,France,Dordogne,1982-01-01
Bergerac wine,France,Dordogne,1936-01-01
Chassagne-Montrachet wine,France,Côte-d’Or,1937-01-01
Corton,France,Côte-d’Or,1937-01-01
La Tâche AOC,France,Côte-d’Or,1936-01-01
Bonnes Mares,France,Côte-d’Or,1936-01-01
Bienvenues-Bâtard-Montrachet,France,Côte-d’Or,1937-01-01
