col0,col1,col2,col3,col4,col5
Kurdistan Workers' Party,Kurdistan Region,Turkey,democratic socialism,1978-11-27,United Kingdom
Hezbollah,Beirut,Lebanon,Arab nationalism,1985-01-01,Egypt
Kurdistan Workers' Party,Kurdistan Region,Turkey,Kurdish nationalism,1978-11-27,United States of America
Hamas,Gaza City,Palestine,Palestinian nationalism,1987-01-01,United States of America
Kurdistan Workers' Party,Kurdistan Region,Turkey,democratic confederalism,1978-11-27,United States of America
Hamas,Gaza City,Palestine,anti-imperialism,1987-01-01,United States of America
Hezbollah,Beirut,Lebanon,anti-imperialism,1985-01-01,United States of America
Hamas,Gaza City,Palestine,anti-Zionism,1987-01-01,United States of America
Hezbollah,Beirut,Lebanon,anti-Zionism,1985-01-01,United States of America
Hamas,Gaza City,Palestine,anti-Americanism,1987-01-01,United States of America
Kurdistan Workers' Party,Kurdistan Region,Turkey,libertarian municipalism,1978-11-27,United States of America
Hamas,Gaza City,Palestine,Sunni Islam,1987-01-01,United States of America
Kurdistan Workers' Party,Kurdistan Region,Turkey,anti-capitalism,1978-11-27,United States of America
Hamas,Gaza City,Palestine,Islamism,1987-01-01,United States of America
Hezbollah,Beirut,Lebanon,Islamism,1985-01-01,United States of America
