col0,col1,col2,col3
Nissan,Mitsubishi Motors,Nissan Car Rental Solutions,automobile marque
BMW,Mini,Rolls-Royce Motor Cars,enterprise
Nissan,Dongfeng Motor Company Limited,"NISSAN TRADING CO., LTD.",enterprise
BMW,Mini,Rolls-Royce Motor Cars,automobile manufacturer
Daimler AG,EvoBus,EvoBus,automobile manufacturer
Nissan,Mitsubishi Motors,"AutoTechnicJapan CO.,LTD",automobile marque
BMW,Mini,BMW Group Classic,enterprise
Chrysler,Chrysler,Jeep,automobile manufacturer
Daimler AG,Mercedes-Benz Vans Charleston Plant,Mercedes-Benz,enterprise
Renault,Nissan,Nissan,automobile manufacturer
Ford Motor Company,Aston Martin Lagonda,Ford Motor Company,automobile marque
Opel,Opel Performance Center,Opel Performance Center,business
Ford Motor Company,Aston Martin Lagonda,Ford Motor Company,automobile manufacturer
Opel,Opel Performance Center,Opel Performance Center,automobile manufacturer
Ford Motor Company,Vignale,Land Rover,automobile manufacturer
