col0,col1,col2,col3
Renault,Renault Samsung Motors,Renault Russia,automobile manufacturer
Vauxhall,Vauxhall Motors F.C.,Bedford Vehicles,automobile marque
Toyota,Toyota Tsusho,Toyota UK,automobile marque
Vauxhall,Vauxhall Motors F.C.,Bedford Vehicles,historical motorcycle manufacturer
Toyota,Toyota Tsusho,Toyota UK,business
Saipa,Saipa F.C.,Saipa Diesel,automobile manufacturer
Vauxhall,Vauxhall Motors F.C.,Bedford Vehicles,automobile manufacturer
Toyota,Toyota Tsusho,Toyota UK,automobile manufacturer
Volkswagen Group,FAW-Volkswagen,Audi,multinational corporation
Ford Motor Company,Mercury,Mercury,auto racing team
