col0,col1,col2,col3,col4
Androni Giocattoli-Sidermec 2016,Androni Giocattoli 2017,2016-01-01,Gianni Savio,2016-12-31
Androni Giocattoli-Sidermec 2015,Androni Giocattoli-Sidermec 2016,2015-01-01,Gianni Savio,2015-12-31
MTN-Qhubeka 2015,Dimension Data 2016,2015-01-01,Douglas Ryder,2015-12-31
Gazprom-RusVelo 2016,Gazprom-RusVelo 2017,2016-01-01,Renat Khamidulin,2016-12-31
RusVelo 2015,Gazprom-RusVelo 2016,2015-01-01,Renat Khamidulin,2015-12-31
Fortuneo-Vital Concept 2016,Fortuneo-Oscaro 2017,2016-01-01,Emmanuel Hubert,2016-12-31
Bretagne-Séché Environnement 2015,Fortuneo-Vital Concept 2016,2015-01-01,Emmanuel Hubert,2015-12-31
Cofidis 2016,Cofidis 2017,2016-01-01,Yvon Sanquer,2016-12-31
Cofidis 2015,Cofidis 2016,2015-01-01,Yvon Sanquer,2015-12-31
Sport Vlaanderen-Baloise 2017,Sport Vlaanderen-Baloise 2018,2017-01-01,Christophe Sercu,2017-12-31
Topsport Vlaanderen-Baloise 2016,Sport Vlaanderen-Baloise 2017,2016-01-01,Christophe Sercu,2016-12-31
