col0,col1,col2
2014 Caja Rural-Seguros RGA season,Spain,Caja Rural-Seguros RGA
2013 Caja Rural-Seguros RGA season,Spain,Caja Rural-Seguros RGA
Katusha 2013,Russia,Katusha-Alpecin
2013 Colombia season,Colombia,Colombia-Coldeportes
Drapac 2015,Australia,Drapac-EF Cannondale Holistic Development
Champion System 2013,People's Republic of China,Champion System
Novo Nordisk 2015,United States of America,Novo Nordisk
2012 Acqua & Sapone season,Italy,Acqua & Sapone
Wanty-Groupe Gobert 2015,Belgium,Wanty-Gobert Cycling Team
Navigators Insurance 2007,United States of America,Navigators Insurance cycling team
UnitedHealthcare 2012,United States of America,UnitedHealthcare
UnitedHealthcare 2011,United States of America,UnitedHealthcare
SpiderTech-C10 2011,Canada,SpiderTech-C10
SpiderTech-C10 2012,Canada,SpiderTech-C10
Utensilnord Named 2012,Ireland,Szuper Beton
Caja Rural 2012,Spain,Caja Rural-Seguros RGA
Vacansoleil 2009,Netherlands,Vacansoleil-DCM
NetApp 2012,Germany,Bora-Hansgrohe
Colombia-Coldeportes 2012,Colombia,Colombia-Coldeportes
Champion System 2012,People's Republic of China,Champion System
