col0,col1,col2,col3,col4,col5
Scott County,Scotts Bluff County,Arkansas,1833-11-05,Scott County,Le Flore County
Ouachita County,Ouachita Parish,Arkansas,1842-11-29,Ouachita County,Calhoun County
Scott County,Scotts Bluff County,Arkansas,1833-11-05,Scott County,Logan County
Ouachita County,Ouachita Parish,Arkansas,1842-11-29,Ouachita County,Clark County
St. Francis County,St. Francis,Arkansas,1827-10-13,St. Francis County,Lee County
Ouachita County,Ouachita Parish,Arkansas,1842-11-29,Ouachita County,Union County
St. Francis County,St. Francis,Arkansas,1827-10-13,St. Francis County,Cross County
Ouachita County,Ouachita Parish,Arkansas,1842-11-29,Ouachita County,Dallas County
Washington County,Washington Parish,Arkansas,1828-10-17,Washington County,Crawford County
Polk County,Polk County,Arkansas,1844-11-30,Polk County,Sevier County
Sevier County,Sevier County,Arkansas,1828-10-17,Sevier County,Polk County
