col0,col1,col2,col3,col4
Met Office,Exeter,meteorological service,United Kingdom,1854-01-01
Météo-France,Paris,meteorological service,France,1993-06-01
Danish Meteorological Institute,Copenhagen,meteorological service,Denmark,1872-01-01
National Weather Service,Silver Spring,meteorological service,United States of America,1970-10-01
China Meteorological Administration,Beijing,meteorological service,People's Republic of China,1949-01-01
India Meteorological Department,Lodhi Road,meteorological service,India,1875-01-01
Bureau of Meteorology,Melbourne,meteorological service,Australia,1908-01-01
Japan Meteorological Agency,Tokyo,meteorological service,Japan,1875-01-01
PAGASA,Quezon City,meteorological service,Philippines,1972-12-08
Federal Office of Meteorology and Climatology MeteoSwiss,Zurich Airport,meteorological service,Switzerland,1880-01-01
Central Institute for Meteorology and Geodynamics,Hohe Warte,meteorological service,Austria,1851-01-01
Agencia Estatal de Meteorología,Madrid,state agency,Spain,1887-08-12
