col0,col1,col2
Duchy of Löwenberg,1281-01-01,Lower Silesia
Principality of Calenberg,1494-01-01,Duchy of Brunswick-Lüneburg
Principality of Reuss-Gera,1806-01-01,German Confederation
Schwarzburg-Sondershausen,1599-01-01,German Confederation
Principality of Reuss-Greiz,1778-01-01,German Confederation
Anhalt-Köthen,1396-01-01,German Confederation
Principality Minden,1648-01-01,Margraviate of Brandenburg
Bishopric of Cammin,1248-01-01,Pomerania
Waldeck,1180-01-01,Weimar Republic
Principality of Halberstadt,1648-01-01,Holy Roman Empire
Anhalt-Dessau,1396-01-01,Holy Roman Empire
Mangkunegaran,1757-01-01,Surakarta
