col0,col1,col2
UAE Emirates 2018,UAE Team Emirates 2017,Carlo Saronni
UAE Team Emirates 2017,Lampre-Merida 2016,Carlo Saronni
Mitchelton-Scott 2018,Orica-Scott 2017,Shayne Bannan
Orica-Scott 2017,Orica-BikeExchange 2016,Shayne Bannan
Orica-BikeExchange 2016,Orica-GreenEDGE 2015,Shayne Bannan
Sunweb 2019,Sunweb 2018,Iwan Spekenbrink
Sunweb 2018,Sunweb 2017,Iwan Spekenbrink
Sunweb 2017,Giant-Alpecin 2016,Iwan Spekenbrink
Giant-Alpecin 2016,Giant-Alpecin 2015,Iwan Spekenbrink
Lotto NL-Jumbo 2018,Lotto NL-Jumbo 2017,Richard Plugge
Lotto NL-Jumbo 2017,Lotto NL-Jumbo 2016,Richard Plugge
Lotto NL-Jumbo 2016,Lotto NL-Jumbo 2015,Richard Plugge
Lampre-Merida 2016,Lampre-Merida 2015,Brent Copeland
IAM 2016,IAM 2015,Michel Thétaz
Tinkoff 2016,Tinkoff-Saxo 2015,Stefano Feltrin
Trek-Segafredo 2018,Trek-Segafredo 2017,Luca Guercilena
Trek-Segafredo 2017,Trek-Segafredo 2016,Luca Guercilena
Trek-Segafredo 2016,Trek Factory Racing 2015,Luca Guercilena
Movistar 2018,Movistar 2017,Eusebio Unzué
Movistar 2017,Movistar 2016,Eusebio Unzué
