col0,col1,col2
Robert Treat Center,New Jersey,Guilbert and Betelle
Royal Albion Hotel,Brighton and Hove,Amon Henry Wilds
Savoy Hotel and Grill,Kansas City,Henry Van Brunt
Schaumburg Hotel & Convention Center,Schaumburg,John C. Portman Jr.
Gran Hotel Bali,Valencian Community,Antonio Escario Martínez
Mission Inn,Riverside,Arthur Burnett Benton
Mount Washington Hotel,Carroll,Charles Alling Gifford
Hotel Des Indes,The Hague,Arend Roodenburg
Hotel del Coronado,Coronado,Reid & Reid
Dalen Hotel,Tokke,Haldor Børve
Mohonk Mountain House,New Paltz,Napoleon LeBrun
Hotel Pennsylvania,Manhattan,"McKim, Mead & White"
Suvretta House,St. Moritz,Karl Koller
The Centaurus,Islamabad,Atkins
Hotel Gellért,Budapest,Ármin Hegedűs
Carbide & Carbon Building,Chicago,Daniel Burnham
"Radisson Collection Hotel, Royal Copenhagen",Copenhagen Municipality,Arne Jacobsen
