col0,col1,col2,col3,col4
A72 autoroute,Loire,Saint-Étienne,Template:Attached KML/A72 autoroute,A89 autoroute
A8 autoroute,Alpes-Maritimes,Coudoux,Template:Attached KML/A8 autoroute,A57 autoroute
A151 autoroute,Seine-Maritime,Roumare,Template:Attached KML/A151 autoroute,A29 autoroute
A42 autoroute,Ain,Villeurbanne,Template:Attached KML/A42 autoroute,Boulevard périphérique de Lyon
A38 autoroute,Côte-d’Or,Pouilly-en-Auxois,Template:Attached KML/A38 autoroute,A6 autoroute
A25 autoroute,Nord,Lille,Template:Attached KML/A25 autoroute,A1 autoroute
A22 autoroute,Nord,Lesquin,Template:Attached KML/A22 autoroute,A1 autoroute
A23 autoroute,Nord,Lesquin,Template:Attached KML/A23 autoroute,A2 autoroute
A61 autoroute,Aude,Narbonne,Template:Attached KML/A61 autoroute,A620 autoroute
A49 autoroute,Drôme,Bourg-de-Péage,Template:Attached KML/A49 autoroute,A48 autoroute
A404 autoroute,Ain,Arbent,Template:Attached KML/A404 autoroute,A40 autoroute
A33 autoroute,Meurthe-et-Moselle,Hudiviller,Template:Attached KML/A33 autoroute,A31 autoroute
A14 autoroute,Hauts-de-Seine,Puteaux,Template:Attached KML/A14 autoroute,A13 autoroute
A2 autoroute,Nord,Combles,Template:Attached KML/A2 autoroute,A1 autoroute
A430 autoroute,Savoie,Gilly-sur-Isère,Template:Attached KML/A430 autoroute,A43 autoroute
