col0,col1,col2,col3,col4,col5
Muusame,Muurame municipal council,Jyväskylä,Finland,UTC+02:00,1921/01/01
Jämsä,Jämsä City Council,Jyväskylä,Finland,UTC+02:00,1866/01/01
Posio,Posio municipal council,Rovaniemi,Finland,UTC+02:00,1926/01/01
Nurmikärvi,Nurmijärvi municipal council,Espoo,Finland,UTC+02:00,1605/01/01
atina,Kaarina City Council,Turku,Finland,UTC+02:00,1869/01/01
euruu,Keuruu City Council,Ähtäri,Finland,UTC+02:00,1652/01/01
Isok|rö,Isokyrö municipal council,Kauhava,Finland,UTC+02:00,1785/01/01
Honkcjoki,Honkajoki municipal council,Kauhajoki,Finland,UTC+02:00,1867/01/01
Jyväsylä,Jyväskylä City Council,Luhanka,Finland,UTC+02:00,1837/01/01
oensuu,Joensuu City Council,Ilomantsi,Finland,UTC+02:00,1848/01/01
