col0,col1,col2
Tarm Bogtryk,aktieselskab,Tarm
Jydsk Centraltrykkeri,aktieselskab,Viby
Dupliprint,société anonyme,Domont
Nordisk Bog Center,aktieselskab,Haslev
Nordisk Bogproduktion,aktieselskab,Haslev
Riverside Press,company,Cambridge
"Dyna Products, Inc.",corporation,Caloocan
Asahi Printec,kabushiki gaisha,Tsukiji
Jongbloed BV,besloten vennootschap,Heerenveen
Forssa Print,Oy,Forssa
H.R.G.,private limited liability company,Litomyšl
Jungfer Druckerei und Verlag,GmbH,Herzberg am Harz
Těšínská tiskárna,akciová společnost,Český Těšín
Tosho Printing,kabushiki gaisha,Kita-ku
Tonichi Printing Co.,kabushiki gaisha,Kōtō-ku
