col0,col1,col2
Badminton Association of Malaysia,1964-01-01,Malaysia national badminton team
Persatuan Bulutangkis Seluruh Indonesia,1951-05-05,Indonesia national badminton team
Nippon Badminton Association,1947-01-01,Japan national badminton team
Chinese Taipei Badminton Association,1956-01-01,Taiwan national badminton team
Badminton Nederland,1931-01-01,Netherlands national badminton team
Deutscher Badminton-Verband,1953-01-01,Germany national badminton team
Deutscher Federball-Verband,1958-01-01,GDR national badminton team
Korean Badminton Association,1957-01-01,South Korea national badminton team
Chinese Badminton Association,1958-01-01,China national badminton team
USA Badminton,1936-01-01,United States national badminton team
Fédération Monégasque de Badminton,2010-01-01,Monaco national badminton team
Tuvalu National Badminton Association,2006-01-01,Tuvalu national badminton team
