col0,col1,col2
BUMA,vereniging,1913-01-01
Ochranný svaz autorský,spolek,1996-01-22
SACM,Sociedad de Gestión Colectiva de Interés Público,2007-01-01
Verwertungsgesellschaft WORT,commercial society,1958-01-01
GEMA,commercial society,1933-09-28
JASRAC,general incorporated association,1939-01-01
STEMRA,stichting,1936-01-01
Pictoright,stichting,2008-01-01
BUMA/STEMRA,stichting,1913-01-01
Verwertungsgesellschaft Bild-Kunst,registered association,1968-01-01
SABAM,cooperative society,1968-01-01
Literar-Mechana,Gesellschaft mit beschränkter Haftung,1959-01-01
Cultural Commons Collecting Society,European Cooperative Society,2013-09-25
