col0,col1,col2
H. D. Deve Gowda Ministry,First Vajpayee Ministry,H. D. Deve Gowda
McMahon Ministry,Second Gorton Ministry,William McMahon
Government of Hassan Rouhani (2013–2017),Government of Mahmoud Ahmadinejad,Hassan Rouhani
Chandra Shekhar Ministry,V. P. Singh Ministry,Chandra Shekhar
Sopoaga Ministry,Telavi Ministry,Enele Sopoaga
Charan Singh Ministry,Premiership of Morarji Desai,Charan Singh
Solberg's Cabinet,Stoltenberg's Second Cabinet,Erna Solberg
Second Toafa Ministry,Ielemia Ministry,Maatia Toafa
Laarayedh Cabinet,Jebali Cabinet,Ali Laarayedh
Second Keating Ministry,First Keating Ministry,Paul Keating
Sixth Menzies Ministry,Fifth Menzies Ministry,Robert Menzies
Second Sirimavo Bandaranaike cabinet,Third Dudley Senanayake cabinet,Sirimavo Bandaranaike
