col0,col1,col2,col3
University of Liverpool,Harold Cohen Library,Abercromby Square,1903-01-01
University of York,University of York Library,York,1963-01-01
University of Nottingham,"Manuscripts and Special Collections, University of Nottingham Information Services",Nottingham,1881-01-01
University of Bristol,Stanley Hugh Badock Professor of Music,Bristol,1909-01-01
Ankara University,"Ankara University, Law School",Ankara,1946-01-01
University of Sydney,University of Sydney Library,Sydney,1850-01-01
Central University of Venezuela,University City of Caracas,Caracas,1721-01-01
Dortmund University of Applied Sciences and Arts,Libraries of the University of Applied Sciences and Arts Dortmund,Dortmund,1971-01-01
University of Oslo,University of Oslo Faculty of Law,Oslo,1811-01-01
Charles University,CERGE-EI,Prague,1348-04-15
Humboldt University of Berlin,University Library of Humboldt-Universität zu Berlin,Dorotheenstadt,1809-08-16
Ilmenau University of Technology,Ilmenau university library,Ilmenau,1952-01-01
University of Edinburgh,Reid Professor of Music,Edinburgh,1583-01-01
Goethe University Frankfurt,Frankfurt University Library,Frankfurt am Main,1914-01-01
University of Kiel,Zoological Museum of Kiel University,Kiel,1665-01-01
University of Bologna,Library of the University of Bologna,Buenos Aires,1088-01-01
University of Hamburg,Nordost-Institut,Hamburg,1919-01-01
Leipzig University,Leipzig University Library,Germany,1409-01-01
University of Adelaide,Barr Smith Library,North Terrace campus,1874-01-01
M'hamed Bougara University of Boumerdès,M'hamed Bougara University of Boumerdès Faculty of Sciences,Boumerdès,1998-01-01
