col0,col1,col2,col3
Sedai City Wakabayashi Elementary School,state school,Wakabayashi-ku,Sendai
Tamamura Town Chūō Elementary School,state school,Tamamura,Tamamura
Narita Public Kuzumi Elementary School,state school,Narita,Narita
Koganei Daiichi Elementary School,state school,Koganei,Koganei
Terashima Daisan Primary School,state school,Sumida-ku,Sumida-ku
Yamagata Daigaku. Fuzoku Shōgakkō,National school,Yamagata,Yamagata University
Kakegawa City Chūō Elementary School,state school,Kakegawa,Kakegawa
Mashita  Elementary School,state school,Settsu,Settsu
Hongou Primary School,state school,Bunkyō-ku,Bunkyō-ku
Tsukudo Elementary School,state school,Shinjuku-ku,Shinjuku-ku
