col0,col1,col2,col3
Eintracht Braunschweig,Brunswick,2. Bundesliga,handball team
1. FC Nürnberg,Nuremberg,2. Bundesliga,handball team
Eintracht Braunschweig,Brunswick,2. Bundesliga,ice hockey team
Salzburger AK 1914,Salzburg,Austrian Regional League,association football club
Al-Wehda Club,Mecca,Saudi Professional League,association football club
BSV Ölper 2000,Brunswick,Landesliga Braunschweig,association football club
Drøbak-Frogn IL,Drøbak,2. Divisjon,association football club
Eintracht Braunschweig,Brunswick,2. Bundesliga,association football club
1. FC Nürnberg,Nuremberg,2. Bundesliga,association football club
CB Alicante,Alicante,Liga ASOBAL,handball team
CB Alzira,Alzira,Liga ASOBAL,handball team
Istres Provence Handball,Istres,LNH Division 1,handball team
Wisła Płock,Płock,Polish Ekstraklasa Men's Handball League,handball team
Sporting CP,Lisbon,Liga Portuguesa de Andebol,handball team
Cesson Rennes MHB,Rennes,LNH Division 1,handball team
