col0,col1,col2,col3,col4
Sacred Heart University,Association of Catholic Colleges and Universities,"5151 Park Ave, Fairfield, CT, 06825-1000",Catholic Church,Scholarly Publishing and Academic Resources Coalition
Marymount University,Association of Catholic Colleges and Universities,"2807 N Glebe Rd, Arlington, VA, 22207-4224",Catholic Church,"ORCID, Inc."
University of San Francisco,Association of Jesuit Colleges and Universities,"2130 Fulton St, San Francisco, CA, 94117-1080",Catholic Church,Association of Jesuit Colleges and Universities
Xavier University,Association of Jesuit Colleges and Universities,"3800 Victory Parkway, Cincinnati, OH, 45207-1092",Catholic Church,Association of Jesuit Colleges and Universities
Loyola Marymount University,Association of Jesuit Colleges and Universities,"One Lmu Drive, Los Angeles, CA, 90045-2659",Catholic Church,Association of Jesuit Colleges and Universities
John Carroll University,Association of Jesuit Colleges and Universities,"1 John Carroll Boulevard, University Heights, OH, 44118-4581",Catholic Church,Association of Jesuit Colleges and Universities
Seton Hall University,Association of Catholic Colleges and Universities,"400 S Orange Ave, South Orange, NJ, 07079-2697",Catholic Church,Big East Conference
Andrews University,Council of Independent Colleges,"4150 Administration Drive, Room 136, Berrien Springs, MI, 49104",Seventh-day Adventist Church,LIGO Scientific Collaboration
Pepperdine University,National Association of Independent Colleges and Universities,"24255 Pacific Coast Hwy, Malibu, CA, 90263",Churches of Christ,Center for Research Libraries
Regis University,Association of Jesuit Colleges and Universities,"3333 Regis Blvd, Denver, CO, 80221-1099",Catholic Church,Association of Jesuit Colleges and Universities
Marquette University,Association of Jesuit Colleges and Universities,"1250 W Wisconsin Avenue, Milwaukee, WI, 53233",Catholic Church,Association of Jesuit Colleges and Universities
University of Dayton,Association of Catholic Colleges and Universities,"300 College Park, Dayton, OH, 45469",Catholic Church,Center for Research Libraries
St. Catherine University,North Central Association of Colleges and Schools,"2004 Randolph Ave, Saint Paul, MN, 55105",Catholic Church,Associated Colleges of the Twin Cities
Canisius College,Association of Jesuit Colleges and Universities,"2001 Main St, Buffalo, NY, 14208-1098",Catholic Church,Association of Jesuit Colleges and Universities
Santa Clara University,Association of Jesuit Colleges and Universities,"500 El Camino Real, Santa Clara, CA, 95053",Catholic Church,Association of Jesuit Colleges and Universities
