col0,col1,col2,col3
Aeronautics Museum of Maracay,1963-12-10,Venezuela,aviation museum
Western Canada Aviation Museum,1974-01-01,Canada,aviation museum
Hiller Aviation Museum,1998-01-01,United States of America,aviation museum
Museum of Aviation,1989-01-01,Serbia,aviation museum
New York Hall of Science,1964-01-01,United States of America,aviation museum
Saqer Aljazirah Aviation Museum,1999-01-01,Saudi Arabia,aviation museum
Museum of Transport and Technology,1964-01-01,New Zealand,aviation museum
Museum für Luftfahrt und Technik,1999-01-01,Germany,aviation museum
Royal Air Force Museum London,1972-11-15,United Kingdom,aviation museum
Italian Air Force Museum,1977-05-24,Italy,aviation museum
Kbely Aviation Museum,1968-01-01,Czech Republic,aviation museum
Fliegermuseum Bad Wörishofen,2010-04-01,Germany,aviation museum
National Museum of the United States Air Force,1971-01-01,United States of America,aviation museum
Finnish Aviation Museum,1969-01-01,Finland,aviation museum
National Naval Aviation Museum,1962-01-01,United States of America,aviation museum
