col0,col1,col2
Belgrade Nikola Tesla Airport,1992-01-01,355
Sofia Airport,1930-01-01,531
Miami International Airport,1940-01-04,8
Karup Airport,1965-01-01,51
Marsa Alam International Airport,2003-01-01,61
Moorea Airport,1967-10-06,9
Miyako Airport,1977-11-10,140
Baltimore/Washington International Thurgood Marshall Airport,1947-01-01,44
Atatürk International Airport,1924-01-01,163
Ninoy Aquino International Airport,1948-01-01,23
Hiroshima Airport,1993-01-01,1086
Arak Airport,1938-01-01,1680
Chaoyang Airport,1933-01-01,173
Milan–Malpensa Airport,1909-01-01,768
Bandaranaike International Airport,1944-01-01,26
Allama Iqbal International Airport,1962-01-01,698
Shuttle Landing Facility,1976-01-07,13
Svalbard Airport,1975-01-01,94
Josep Tarradellas Airport Barcelona-El Prat,1916-01-01,4
Perth Airport,1938-01-01,67
