col0,col1,col2,col3
Slovenská produkčná,JOJ Media House,Bratislava,Slovakia
MAC TV,Slovenská produkčná,Bratislava,Slovakia
Pivovar Louny,Heineken Česká republika,Krušovice,Czech Republic
U & SLUNO,Marta Nováková,Ostrava,Czech Republic
Magical roof,Slovenská produkčná,Prague,Czech Republic
Pietro Bazzanti e Figlio Art Gallery,Niccolò Bazzanti,Florence,Italy
Crows Crows Crows,William Pugh,Berlin,Germany
Compagnie française des expositions,France,Paris,France
Pražská vodohospodářská společnost,Prague,Prague,Czech Republic
Hotelito Desconocido,Jalisco New Generation Cartel,Tomatlán,Mexico
Banca Popolare di Bergamo,UBI Bank,Bergamo,Italy
Mofos,MindGeek,Montreal,Canada
Herrmans,Sponsor Capital,Pedersöre,Finland
Tereos Participations,Tereos,Origny-Sainte-Benoite,France
Frito-Lay Canada,PepsiCo,Cambridge,Canada
Patient UK,EMIS Health,London,United Kingdom
Gelson's Markets,TPG Capital,Compton,United States of America
Life in Color,SFX Entertainment,Florida,United States of America
Movistar+,Telefónica,Tres Cantos,Spain
Maharashtra Metro Rail Corporation Limited,Government of India,Nagpur,India
