col0,col1,col2,col3
Rock 'n' Roll Music,4425,Parlophone,Bad Boy
Live at the BBC,8017,Apple,I’m Gonna Sit Right Down and Cry (Over You)
With the Lights Out,18925,Geffen Records,Here She Comes Now
The Best of,1780,EMI,See Emily Play
Queen Rocks,4221,Hollywood Records,We Will Rock You
Echoes: The Best of Pink Floyd,9315,EMI,Us and Them
Greatest Hits,3510,Hollywood Records,Fat Bottomed Girls
Incesticide,2684,Geffen Records,Sliver
1962–1966,3741,Apple,I Want to Hold Your Hand
Coda,1984,Swan Song Records,I Can't Quit You Baby
Relics,2978,EMI,See Emily Play
Garage Inc.,8169,Elektra,Stone Cold Crazy
'74 Jailbreak,1446,Atco Records,"Baby, Please Don't Go"
A Collection of Beatles Oldies,2386,Capitol Records,Bad Boy
