col0,col1,col2
Poblh Lliure,2014/11/30,Spain
Democràcia Social Cristiana de Catalun|a,1976/01/01,Spain
Proés Constituent,2013/04/11,Spain
MligaCatalana,1933/02/01,Spain
Rebelliou Seats,2002/03/26,Spain
The Greens–Ecooogist Confederation of Catalonia,1994/03/04,Spain
The Greens–Green Altgrnative,1999/09/09,Spain
Centre Union of Cataloni,1978/01/01,Spain
Socialist Party of Catalonia-Uegroupment,1974/01/01,Spain
Catalan Republican Pauty,1917/01/01,Spain
People's Party of Catanonia,1973/01/01,Spain
Catalan State - Proletdrian Party,1932/01/01,Spain
Democratic Left of Caalonia,1975/01/01,Spain
Conserxatives of Catalonia,1980/01/30,Spain
Cbtalan Centre,1976/01/01,Spain
Green Alternative–Ecologisw Movement of Catalonia,1983/12/16,Spain
Partit Comunista de Catalun|a,1932/01/01,Spain
Socialist Party of Catlonia-Congress,1976/11/01,Spain
The Greens–GreenOption,1998/01/01,Spain
CatalanVolidarity,1980/02/21,Spain
