col0,col1,col2,col3,col4
Roman Catholic Diocese of Guadix-Baza,Bishop of Guadix-Baza,Roman Rite,Guadix,Francisco Jesús Orozco Mengíbar
Roman Catholic Diocese of Hvar-Brač-Vis,Bishop of Hvar,Roman Rite,Hvar,Petar Palić
Roman Catholic Diocese of Gospić-Senj,Bishop of Gospić-Senj,Roman Rite,Gospić,Zdenko Križić
Roman Catholic Diocese of Ibiza,Bishop of Ibiza,Roman Rite,Ibiza,Vicente Juan Segura
Roman Catholic Diocese of Huelva,Bishop of Huelva,Roman Rite,Huelva,José Vilaplana
Roman Catholic Diocese of Huesca,Bishop of Huesca,Roman Rite,Huesca,Julián Ruiz Martorell
Roman Catholic Diocese of Šibenik,Bishop of Šibenik,Roman Rite,Šibenik,Tomislav Rogić
Roman Catholic Diocese of Ávila,Bishop of Ávila,Roman Rite,Ávila,José María Gil Tamayo
Roman Catholic Diocese of Évry–Corbeil-Essonnes,bishop of Évry-Corbeil-Essonnes,Roman Rite,Évry,Michel Pansard
Roman Catholic Diocese of Bayeux,bishop of Bayeux et Lisieux,Roman Rite,Bayeux,Jean-Claude Boulanger
