col0,col1,col2,col3
Academy of Media Arts Cologne,Cologne,1989-01-01,Germany
DEKRA Media University,Berlin,1997-01-01,Germany
German Film and Television Academy Berlin,Berlin,1966-01-01,Germany
Saint Petersburg State University of Cinema and Television,Saint Petersburg,1918-01-01,Russia
Beijing Film Academy,Beijing,1950-01-01,People's Republic of China
National Film and Television School,Beaconsfield,1971-01-01,United Kingdom
Northern Film School,Leeds,1990-01-01,United Kingdom
London Film School,City of Westminster,1956-01-01,United Kingdom
London Film Academy,London Borough of Hammersmith and Fulham,2001-01-01,United Kingdom
École Internationale de Création Audiovisuelle et de Réalisation,La Plaine Saint-Denis,1972-01-01,France
La Poudrière,Bourg-lès-Valence,1999-01-01,France
École nationale supérieure Louis-Lumière,Saint-Denis,1926-01-01,France
CILECT,Cannes,1955-01-01,France
École Supérieure d'Audiovisuel,Toulouse,1987-01-01,France
CinéFabrique,9th arrondissement of Lyon,2015-01-01,France
Maison du Film,Paris,1987-01-01,France
Ateliers Varan,Paris,1981-01-01,France
Institut des hautes études cinématographiques,Paris,1943-01-01,France
Atelier Ludwigsburg-Paris,Paris,2001-01-01,France
Cairo Higher Institute of Cinema,Cairo,1957-01-01,Egypt
