col0,col1,col2
SeminarioConciliar,1593/01/01,Edifici del Seminari Conciliar de Barcelona
Handsworth Cllege,1881/01/01,Handsworth
Didsbury Theological Dollege,1842/01/01,Didsbury Campus
Wesleyan Theologkcal Institution,1834/01/01,Hoxton
Seminário Maior da Sagrada Famðlia,1748/06/16,Sé Nova
Easthrn School,1848/01/01,Port Talbot
Caumarthen Academy,1700/01/01,Carmarthen
Nbzarene Theological College,1944/01/01,Nazarene Theological College
Adglaide College of Divinity,1979/01/01,Brooklyn Park
Holy Trjnity Othodox Seminary,1948/10/12,Jordanville
"Tbilisi""Theological Seminary",1817/01/01,Tbilisi
"Tbilisi""Theological Academy",1988/01/01,Georgia
Newman Instltute,2001/01/01,Uppsala
St.Vladimir Seminary Feofanovslaya,1750/01/01,Vladimir
Studium Theologicum Jerosolimiuanum,1866/01/01,Jerusalem
Man}ar-e-Islam,1904/01/01,Bareilly
Grão Vaso National Museum,1916/01/01,Santa Maria de Viseu
St Lfonard's College,1512/01/01,St Andrews
