col0,col1,col2
Sisters of Marie-Auxiliatrice,1864-01-01,Maria Theresia de Soubiran
Sisters of St. Joseph of the Apparition,1832-12-25,Emily de Vialar
Passionists,1720-11-22,Paul of the Cross
Sisters of Providence of the Institute of Charity,1832-01-01,Antonio Rosmini-Serbati
Sisters of Loretto,1812-01-01,Charles Nerinckx
Daughters of Our Lady of the Sacred Heart,1874-08-30,Jules Chevalier
Sisters of Providence,1843-01-01,Émilie Gamelin
Good Shepherd Sisters,1835-01-01,Mary Euphrasia Pelletier
Oblates of the Holy Spirit,1882-11-04,Elena Guerra
Salesians of Don Bosco,1859-12-18,John Bosco
Brothers of Christian Instruction of St Gabriel,1715-06-01,Louis de Montfort
Salvatorian,1881-12-08,Francis Mary of the Cross Jordan
Congregation of the Ursulines of the Agonizing Heart of Jesus,1920-01-01,Ursula Ledóchowska
Sisters of Charity of the Teutonic Order,1841-01-01,Archduke Maximilian of Austria-Este
Sisters of Christian Charity,1849-01-01,Pauline von Mallinckrodt
Dominican Sisters of the Presentation of the Blessed Virgin,1696-01-01,Marie Poussepin
Dominican missionary sisters of St. Sixtus,1893-01-17,Maria Antonia Lalia
Sisters Crucified Adorers of the Eucharist,1885-11-21,Maria Pia of the Cross
Sisters of the Little Company of Mary,1877-01-01,Mary Potter
Sisters of the Reparation of the Holy Face,1950-01-01,Hildebrand Gregori
