col0,col1,col2
L'Islet Migratory Bird Sanctuary,IUCN category III: Natural Monument or Feature,Canadian Wildlife Service
Carillon Island Migratory Bird Sanctuary,IUCN category III: Natural Monument or Feature,Canadian Wildlife Service
Beckett Creek Migratory Bird Sanctuary,IUCN category II: National Park,Canadian Wildlife Service
St. Joseph's Island Migratory Bird Sanctuary,IUCN category II: National Park,Canadian Wildlife Service
Terra Nova Migratory Bird Sanctuary,IUCN category II: National Park,Canadian Wildlife Service
Redberry Lake Migratory Bird Sanctuary,IUCN category II: National Park,Canadian Wildlife Service
Bylot Island Migratory Bird Sanctuary,IUCN category II: National Park,Canadian Wildlife Service
Anderson River Delta Migratory Bird Sanctuary,IUCN category Ib: Wilderness Area,Canadian Wildlife Service
Richardson Lake Migratory Bird Sanctuary,IUCN category Ib: Wilderness Area,Canadian Wildlife Service
Banks Island Migratory Bird Sanctuary No. 1,IUCN category Ib: Wilderness Area,Canadian Wildlife Service
