col0,col1,col2
Česká poštovna na Sněžce,Martin Rajniš,2007-01-01
Parkes Post Office,Walter Liberty Vernon,1880-01-01
Postamt Tegernseer Platz,Robert Vorhoelzer,1929-01-01
Main post office building,Josef Gočár,1932-01-01
Rotterdam main post office,Gustav Cornelis Bremer,1915-01-01
Møinichen Mansion,Philip de Lange,1733-01-01
U.S. Post Office,William H. Corlett,1933-01-01
Allenby post office,Yehuda Magidovitch,1939-01-01
"General Post Office, Sydney",James Barnet,1891-01-01
Gilbert H. Grosvenor Hall,Thomas Fuller,1886-01-01
Humboldt Post Office,David Ewart,1911-01-01
United States Post Office,Claud Beelman,1930-01-01
General Post Office,Francis Johnston,1814-01-06
Hoofdpostkantoor,Cornelis Peters,1909-01-01
Saigon Central Post Office,Gustave Eiffel,1891-01-01
Prince Edward Building,David Ewart,1907-01-01
"The Lyceum, Liverpool",Thomas Harrison,1802-01-01
Postal Square Building,Daniel Burnham,1914-01-01
