col0,col1,col2
Amanawa Shinmei Shrine,Shinmei-zukuri,Kanagawa Prefecture
Ōtori taisha,Bird-sided architecture,Ōsaka Prefecture
Kono Shrine,Shinmei-zukuri,Kyōto Prefecture
Usa-jinjū,Hachiman-zukuri,Usa
Funabashi Shrine,Shinmei-zukuri,Chiba Prefecture
Ikuta Shrine,Kasuga-zukuri,Kōbe
Hokkaidō Shrine,Shinmei-zukuri,Sapporo
Hakozaki Shrine,Nagare-zukuri,Fukuoka
Kagoshima Shrine,Irimoya,Kagoshima Prefecture
Terukuni Jinja,Nagare-zukuri,Kagoshima
Kotai Jingu,Shinmei-zukuri,Ise
Hakusan-jinja (Bunkyo),Nagare-zukuri,Bunkyō-ku
Chikatsuo-jinja,Nagare-zukuri,Ōtsu
Ayato-kunaka-jinja Shrine,Nagare-zukuri,Minami-ku
Sōja Shrine,Zhongshan style,Tsuyama
Oi-jinja (Shimada),Nagare-zukuri,Shimada
Morioka Hachiman Shrine,Hachiman-zukuri,Iwate Prefecture
Yasukuni Shrine,Shinmei-zukuri,Kudankita
Atsuta Shrine,Shinmei-zukuri,Atsuta-ku
Sumiyoshi-jinja,Sumiyoshi-zukuri,Hakata-ku
