col0,col1,col2,col3
Polish Aviation Museum,1964-01-01,Poland,aviation museum
Zeppelin Museum Friedrichshafen,1996-01-01,Germany,aviation museum
Saqer Aljazirah Aviation Museum,1999-01-01,Saudi Arabia,military museum
Royal Air Force Museum London,1972-11-15,United Kingdom,military museum
Italian Air Force Museum,1977-05-24,Italy,military museum
National Museum of the United States Air Force,1971-01-01,United States of America,military museum
"Intrepid Sea, Air & Space Museum",1982-01-01,United States of America,military museum
Finnish Air Force Museum,1979-01-01,Finland,military museum
Polish Aviation Museum,1964-01-01,Poland,military museum
"Intrepid Sea, Air & Space Museum",1982-01-01,United States of America,maritime museum
Royal Air Force Museum London,1972-11-15,United Kingdom,tourist attraction
