col0,col1,col2,col3
Koch & Bergfeld,Protected cultural heritage monument in Bremen (state),Neustadt,Germany
Gipsformerei,architectural heritage monument,Berlin,Germany
Aberdulais Tin Works,Grade II listed building,Neath Port Talbot County Borough,United Kingdom
Manufacture de tabac Laperche (Tonneins),registered historic monument,Tonneins,France
Manufacture de Saint-Chamond,Patrimoine en Isère,La Sône,France
Manufacture royale de Bains-les-Bains,registered historic monument,Bains-les-Bains,France
J.-B. Martin's old weaving factory,registered historic monument,Tarare,France
Manufacture vosgienne de grandes orgues,registered historic monument,Rambervillers,France
Manufacture royale de glaces de miroirs,registered historic monument,Saint-Gobain,France
Manufacture Bohin,registered historic monument,Saint-Sulpice-sur-Risle,France
Hôtel des Monnaies,registered historic monument,6th arrondissement of Paris,France
Manufacture de tapisserie Castel,registered historic monument,Aubusson,France
Manufacture nationale de Sèvres,registered historic monument,Sèvres,France
Manufacture des tabacs de Morlaix,registered historic monument,Morlaix,France
Clignancourt porcelain,registered historic monument,18th arrondissement of Paris,France
Manufacture royale de draps Le Dijonval,registered historic monument,Sedan,France
Manufacture royale de Montolieu,registered historic monument,Montolieu,France
Zuber & Cie,monument historique classé,Rixheim,France
Ancienne manufacture des Tabacs (Issy-les-Moulineaux),registered historic monument,Issy-les-Moulineaux,France
manufacture Claude-et-Duval,monument historique classé,Saint-Dié-des-Vosges,France
