col0,col1,col2,col3,col4
villa Flore,33,avenue Mozart,1909-01-01,16th arrondissement of Paris
villa Gabriel,138,rue Falguière,1895-01-01,15th arrondissement of Paris
villa Croix-Nivert,242,passage Ribet,1911-01-01,15th arrondissement of Paris
villa Deshayes,138,rue Didot,1880-01-01,14th arrondissement of Paris
villa Adrienne-Simon,71,rue Daguerre,1931-01-01,14th arrondissement of Paris
villa Adrienne,330,avenue du Général-Leclerc,1896-01-01,14th arrondissement of Paris
villa Daviel,113,rue Daviel,1912-01-01,13th arrondissement of Paris
villa Stendhal,96,rue Stendhal,1913-01-01,20th arrondissement of Paris
villa de l'Ermitage,150,cité Leroy,1812-01-01,20th arrondissement of Paris
villa Riberolle,205,cité Aubry,1903-01-01,20th arrondissement of Paris
villa Sainte-Marie,83,boulevard Mortier,1907-01-01,20th arrondissement of Paris
villa de Lorraine,42,rue de la Liberté,1926-01-01,19th arrondissement of Paris
