col0,col1,col2,col3
White Cream,Indonesia,Tangerang,pop punk
Listen2Me,Indonesia,Tangerang,pop punk
Rejected Kids,Indonesia,Tangerang,pop punk
Playing With Pets,Indonesia,Tangerang,pop punk
Lose Control,Indonesia,Tangerang,pop punk
Rhetoric States,Indonesia,Tangerang,pop punk
Noin Bullet,Indonesia,Bandung,ska punk
Decibelios,Spain,San luca de barrameda,Oi!
Mesin Tempur,Indonesia,Bandung,grindcore
Domestik Doktrin,Indonesia,Bandung,grindcore
Axtx / Anjing Tanah,Indonesia,Bandung,grindcore
Cekal,Indonesia,Bandung,grindcore
Prostitution 13,Indonesia,Bandung,grindcore
Ejakulasi Dini,Indonesia,Bandung,grindcore
