col0,col1,col2,col3,col4
Vox,Spain,right-wing,2013-12-14,Spanish unionism
Spanish Falange of the JONS,Spain,far-right,1976-05-29,Falangism
Falange Española de las JONS,Spain,far-right,1976-10-04,Falangism
Actúa,Spain,left-wing,2017-08-03,Pro-Europeanism
Grupo Común da Esquerda,Spain,left-wing,2019-03-15,environmentalism
Actúa,Spain,left-wing,2017-08-03,environmentalism
Podemos,Spain,left-wing,2014-03-11,environmentalism
Spanish Catholic Movement,Spain,far-right,1982-01-25,Anti-independentism
Spanish Democratic Party,Spain,right-wing,1996-01-01,Christian humanism
Falange Española de las JONS,Spain,far-right,1976-10-04,anti-Masonry
Revolutionary Anticapitalist Left,Spain,far-left,2015-01-01,revolutionary socialism
Spanish Catholic Movement,Spain,far-right,1982-01-25,National Catholicism
Vox,Spain,right-wing,2013-12-14,centralism
Podemos,Spain,left-wing,2014-03-11,political ecology
Partido Popular de Jaén,Spain,centre-right,1989-01-01,Europeanism
