col0,col1,col2
Syracuse Pros,1921-01-01,1921-01-01
Los Angeles Buccaneers,1926-01-01,1927-01-01
Hartford Blues,1924-01-01,1926-01-01
Rock Island Independents,1907-01-01,1926-01-01
Hanau Hawks,1979-01-01,1999-01-01
Hammond Pros,1919-01-01,1926-01-01
Hamburg Vikings,1980-01-01,1981-01-01
Hamburg Silver Eagles,1988-01-01,1994-01-01
Giants Wrocław,2005-01-01,2013-09-25
Providence Steam Roller,1916-01-01,1933-01-01
Frankfurter Löwen,1977-01-01,1985-01-01
Frankford Yellow Jackets,1909-01-01,1931-01-01
Kozły Poznań,2005-01-01,2018-01-01
Nürnberg Rams,1981-01-01,1999-01-01
Dayton Triangles,1913-01-01,1930-01-01
Rochester Jeffersons,1898-01-01,1925-01-01
Arizona Wranglers,1983-01-01,1984-01-01
Birmingham Stallions,1983-01-01,1985-01-01
Washington Senators,1921-01-01,1941-01-01
Arizona Outlaws,1984-01-01,1985-01-01
