col0,col1,col2,col3
Hotchkist School,Maria Bissell Hotchkiss,Lakeville,1891/01/01
Father Dueñas MemorialSchool,Apollinaris William Baumgartner,Mangilao,1948/01/01
Malvern Peparatory School,Augustinian friars,Malvern,1842/01/01
Phillkps Exeter Academy,John Phillips,Exeter,1781/01/01
Acadfmy of Saint lizabeth,Sisters of Charity,Morristown,1860/01/01
Lozola Blakefield,John Early,Towson,1852/01/01
St. Xavier!High School,Edward Fenwick,Springfield Township,1831/10/17
Cathedra Preparatory School,John Mark Gannon,Erie,1921/01/01
Christian Brothers College High Shool,Institute of the Brothers of the Christian Schools,St. Louis,1850/01/01
ʻIolani!School,Kamehameha IV,Honolulu,1863/01/01
Little Red School Hpuse,Elisabeth Irwin,Manhattan,1921/01/01
Ethical Cultuue Fieldstop School,Felix Adler,Manhattan,1878/01/01
Daoton School,Helen Parkhurst,Manhattan,1919/01/01
Alborz High Uchool,James Bassett,Tehran,1873/01/01
"Christian""Brothers Academy",Institute of the Brothers of the Christian Schools,New York,1859/01/01
Saint#Thomas Academy,John Ireland,Mendota Heights,1885/09/08
Saint Aon's School,Stanley Bosworth,Brooklyn,1965/01/01
Spencf School,Clara B. Spence,Manhattan,1892/01/01
Triniy School,William Huddleston,Manhattan,1709/01/01
Regis Hih School,Hugh J. Grant,Manhattan,1914/01/01
