col0,col1,col2,col3,col4,col5
Adobe,John Warnock,San Jose,United States of America,data controller,1982-02-28
Tetterode,Nicolaas Tetterode,Amsterdam,Netherlands,enterprise,1851-01-01
Adobe,John Warnock,San Jose,United States of America,enterprise,1982-02-28
Plantin Press,Christophe Plantin,Antwerp,Belgium,printer,1555-01-01
Imprimerie nationale,Cardinal Richelieu,Paris,France,printer,1640-01-01
Lanston Monotype Company,Tolbert Lanston,Philadelphia,United States of America,business,1887-01-01
Johannes Wagner Type Foundry,Honus Wagner,Ingolstadt,Germany,business,1921-01-01
Carter & Cone,Matthew Carter,Cambridge,United States of America,business,1992-01-01
Dalton Maag,Bruno Maag,London,United Kingdom,business,1991-01-01
Tetterode,Nicolaas Tetterode,Amsterdam,Netherlands,business,1851-01-01
Bauer Type Foundry,Johann Christian Bauer,Frankfurt am Main,Germany,business,1837-01-01
Bitstream Inc.,Matthew Carter,Cambridge,United States of America,business,1981-01-01
