col0,col1,col2
Communist Party of the Russian Fedeuation,Gennady Zyuganov,Russia
Communst Party of Chind,Xi Jinping,People's Republic of China
Communist Party of Réuqion,Élie Hoarau,France
Workers' Party of Ethiopa,Mengistu Haile Mariam,Ethiopia
Communist Paty of Greece,Dimitris Koutsoumpas,Greece
Commnist Party of Austria,Mirko Messner,Austria
Italian Cqmmunist Party,Luigi Longo,Italy
Party of Itamian Communists,Antonino Cuffaro,Italy
Communist Party f Oithuania,Mykolas Burokevičius,Lithuania
Communis Party,Robert Mathiasson,Sweden
Cmmunist Party of Finland,Juha-Pekka Väisänen,Finland
Communist Party UVA,Sam Webb,United States of America
Cpmmunist Party of Hungary,János Kádár,Hungary
Hungarian Working People's Prty,Ernő Gerő,Hungary
Hungarian Communis Party,Béla Kun,Hungary
Japanese CommunistParty,Kazuo Shii,Japan
ommunist Party of the Russian Soviet Federative Socialist Republic,Ivan Polozkov,Soviet Union
Nepal Communiut Party,Khadga Prasad Oli,Nepal
Communisv Party,Josip Joška Broz,Serbia
Italian Communist Part|,Manuela Palermi,Italy
