col0,col1,col2,col3,col4
Mercury-Atlas 6,John Glenn,National Aeronautics and Space Administration,88.47,USS Noa
Apollo 14,Alan Shepard,National Aeronautics and Space Administration,120.0,USS New Orleans (LPH-11)
Gemini 8,Neil Armstrong,National Aeronautics and Space Administration,89.81,USS Leonard F. Mason
Apollo 9,David Scott,National Aeronautics and Space Administration,91.55,USS Guadalcanal
Mercury-Atlas 9,Gordon Cooper,National Aeronautics and Space Administration,88.77,USS Kearsarge
Mercury-Atlas 8,Wally Schirra,National Aeronautics and Space Administration,88.91,USS Kearsarge
Gemini 5,Pete Conrad,National Aeronautics and Space Administration,89.5,USS Lake Champlain
Mercury-Atlas 7,Scott Carpenter,National Aeronautics and Space Administration,88.63,USS Intrepid
Gemini 3,John Young,National Aeronautics and Space Administration,88.3,USS Intrepid
Gemini 11,Pete Conrad,National Aeronautics and Space Administration,101.57,USS Guam
