col0,col1,col2
"Monumentalbrunnen ""Loreley""",Wasserversorgung Zürich,1910-01-01
Widmer-Zwyssig-Brunnen,Wasserversorgung Zürich,1907-01-01
Mosaikbrunnen,Wasserversorgung Zürich,1909-01-01
Birkenhof Fountain with two female sculpture,Wasserversorgung Zürich,1927-01-01
Pilgrim Fountain,Wasserversorgung Zürich,1931-01-01
Alfred Escher memorial fountain,Wasserversorgung Zürich,1884-01-01
Flora Fountain,Wasserversorgung Zürich,1887-01-01
Fountain Rieterplatz with Nymphe,Wasserversorgung Zürich,1887-01-01
Heracles fountain,Wasserversorgung Zürich,1732-01-01
Sirius fountain,Wasserversorgung Zürich,1969-01-01
Fountain Feldeggstrasse,Wasserversorgung Zürich,1870-01-01
