col0,col1,col2,col3,col4
Soviet Union at the 1972 Summer Olympics,Soviet Union,1972 Summer Olympics,Soviet Union at the 1968 Summer Olympics,Soviet Union at the 1976 Summer Olympics
Great Britain at the 2016 Summer Olympics,United Kingdom,2016 Summer Olympics,Great Britain at the 2012 Summer Olympics,Great Britain at the 2020 Summer Olympics
Morocco at the 2014 Winter Olympics,Morocco,2014 Winter Olympics,Morocco at the 2010 Winter Olympics,Morocco at the 2018 Winter Olympics
Norway at the 1992 Winter Olympics,Norway,1992 Winter Olympics,Norway at the 1988 Winter Olympics,Norway at the 1994 Winter Olympics
Finland at the 1948 Winter Olympics,Finland,1948 Winter Olympics,Finland at the 1936 Winter Olympics,Finland at the 1952 Winter Olympics
Chile at the 1964 Summer Olympics,Chile,1964 Summer Olympics,Chile at the 1960 Summer Olympics,Chile at the 1968 Summer Olympics
Finland at the 1936 Winter Olympics,Finland,1936 Winter Olympics,Finland at the 1932 Winter Olympics,Finland at the 1948 Winter Olympics
Finland at the 1972 Winter Olympics,Finland,1972 Winter Olympics,Finland at the 1968 Winter Olympics,Finland at the 1976 Winter Olympics
Soviet Union at the 1968 Summer Olympics,Soviet Union,1968 Summer Olympics,Soviet Union at the 1964 Summer Olympics,Soviet Union at the 1972 Summer Olympics
Soviet Union at the 1964 Summer Olympics,Soviet Union,1964 Summer Olympics,Soviet Union at the 1960 Summer Olympics,Soviet Union at the 1968 Summer Olympics
