col0,col1,col2,col3,col4
Saint Petersburg HC,1964-01-01,handball,Russian Handball Super League,Russia
HC Kuban Krasnodar,1973-01-01,handball,Russian Women's Handball Super League,Russia
F.C. Porto,1928-01-01,handball,Liga Portuguesa de Andebol,Portugal
Odense Håndbold,2009-01-01,handball,Danish Women's Handball League,Denmark
Lemvig-Thyborøn Håndbold,2006-01-01,handball,Danish Handball League,Denmark
Grankulla IFK,1925-01-01,association football,Kakkonen,Finland
Charlottenlund SK,1945-05-24,association football,3. divisjon,Norway
Avaldsnes IL,1937-06-16,association football,Toppserien,Norway
Randesund IL,1946-01-01,association football,Football League Fourth Division,Norway
RK Partizan,1948-01-01,handball,Handball League of Serbia,Serbia
RK Crvena Zvezda,1948-01-01,handball,Handball League of Serbia,Serbia
Füchse Berlin Reinickendorf HBC,1891-01-01,handball,Handball-Bundesliga,Germany
Chekhovskiye Medvedi,2001-01-01,handball,Russian Handball Super League,Russia
