col0,col1,col2,col3
Tintamarre National Wildlife Area,IUCN category VI: Protected Area with sustainable use of natural resources,Canadian Wildlife Service,Westmorland County
Cape Jourimain National Wildlife Area,IUCN category IV: Habitat/Species Management Area,Canadian Wildlife Service,Westmorland County
Îles de l'Estuaire National Wildlife Area,IUCN category Ia: Strict Nature Reserve,Canadian Wildlife Service,"Kamouraska, Quebec"
Alaksen National Wildlife Area,IUCN category IV: Habitat/Species Management Area,Canadian Wildlife Service,Metro Vancouver
Widgeon Valley National Wildlife Area,IUCN category Ia: Strict Nature Reserve,Canadian Wildlife Service,Metro Vancouver
Eleanor Island National Wildlife Area,IUCN category Ia: Strict Nature Reserve,Canadian Wildlife Service,Gravenhurst
Boot Island National Wildlife Area,IUCN category Ia: Strict Nature Reserve,Canadian Wildlife Service,Kings County
Portobello Creek National Wildlife Area,IUCN category Ia: Strict Nature Reserve,Canadian Wildlife Service,Sunbury County
Mohawk Island National Wildlife Area,IUCN category Ia: Strict Nature Reserve,Canadian Wildlife Service,Haldimand County
Long Point National Wildlife Area,IUCN category VI: Protected Area with sustainable use of natural resources,Canadian Wildlife Service,Norfolk County
Big Creek National Wildlife Area,IUCN category IV: Habitat/Species Management Area,Canadian Wildlife Service,Norfolk County
Scotch Bonnet Island National Wildlife Area,IUCN category Ia: Strict Nature Reserve,Canadian Wildlife Service,Prince Edward County
