col0,col1,col2,col3
Florida Gators,University of Florida,Ben Hill Griffin Stadium,tennis
Louisiana Tech Bulldogs and Lady Techsters,Louisiana Tech University,Joe Aillet Stadium,basketball
Drake Bulldogs,Drake University,Drake Stadium,basketball
Butler Bulldogs,Butler University,Hinkle Fieldhouse,basketball
Colorado Buffaloes,University of Colorado Boulder,Folsom Field,basketball
Ohio State Buckeyes,Ohio State University,Ohio Stadium,baseball
Western Michigan Broncos,Western Michigan University,Waldo Stadium,association football
California Golden Bears,"University of California, Berkeley",California Memorial Stadium,field hockey
Chicago Maroons,University of Chicago,Stagg Field,basketball
Columbia Lions,Columbia University,Robert K. Kraft Field at Lawrence A. Wien Stadium,baseball
Ole Miss Rebels,University of Mississippi,Vaught–Hemingway Stadium,baseball
UCF Knights,University of Central Florida,Spectrum Stadium,baseball
San Jose State Spartans,San José State University,CEFCU Stadium,baseball
Arizona Wildcats,University of Arizona,Arizona Stadium,baseball
New Mexico Lobos,University of New Mexico,Dreamstyle Stadium,baseball
Michigan Wolverines,University of Michigan,Crisler Center,association football
Michigan State Spartans,Michigan State University,Spartan Stadium,association football
West Virginia Mountaineers,West Virginia University,Mountaineer Field at Milan Puskar Stadium,association football
Kentucky Wildcats,University of Kentucky,Kroger Field,association football
CSU-Pueblo ThunderWolves,Colorado State University–Pueblo,Neta and Eddie DeRose ThunderBowl,American football
