col0,col1,col2,col3,col4
Scopely,privately held company,Los Angeles,2011-01-01,Walter Driver
Ariba,corporation,Sunnyvale,1996-01-01,Keith J. Krach
Grup Serhs,corporation,Pineda de Mar,1975-01-01,Ramon Bagó i Agulló
Broadspectrum,corporation,North Sydney,2001-01-01,Franco Belgiorno-Nettis
"SilkRoad, Inc.",corporation,Chicago,2003-01-01,Andrew Filipowski
Siderurgica Gabrielli,joint-stock company,Cittadella,1954-01-01,Angelo Gabrielli
Beter Uit,corporation,Woerden,1981-01-01,Jan van den Bosch
Holding Slovenske elektrarne,Družba z omejeno odgovornostjo,Ljubljana,2001-01-01,Government of Slovenia
Hershey Trust Company,corporation,Hershey,1905-04-28,Milton S. Hershey
WNI WxBunka Foundation,general foundation,Makuhari Techno Garden,2009-12-01,Weathernews
DRFG,akciová společnost,Brno,2011-01-01,David Rusňák
JobJybe,corporation,Austin,2013-01-01,Bryan Young
Mantion,Société par actions simplifiée,Besançon,1920-01-01,Alexandre Mantion
Sonus Faber,corporation,Arcugnano,1983-01-01,Franco Serblin
Mattoni 1873,akciová společnost,Karlovy Vary,1873-01-01,Heinrich von Mattoni
Blockstream,corporation,San Francisco,2014-01-01,Adam Back
Consorci Corporació Sanitària Parc Taulí,consortium,Sabadell,1986-12-31,Autonomous University of Barcelona
Sampson-Matthews Ltd.,limited company,Toronto,1942-01-01,Joseph Ernest Sampson
Inception Automotive Detailing,privately held company,Oakville,2011-03-01,Lorenzo Escobal
Hello Games,privately held company,Guildford,2008-08-08,Sean Murray
