col0,col1,col2,col3,col4,col5
2 Gimnazjalna Street in Prudnik,general education liceum,Adam Mickiewicz,Prudnik,1945-07-07,Poland
6 Mickiewicza Street in Olsztyn,general education liceum,Adam Mickiewicz,Olsztyn,1945-06-04,Poland
II Liceum Ogólnokształcące im. płk. Leopolda Lisa-Kuli w Rzeszowie,general education liceum,Leopold Lis-Kula,Rzeszów,1904-01-20,Poland
The second High School of Mikołaj Kopernik in Cieszyn,general education liceum,Nicolaus Copernicus,Cieszyn,1929-01-01,Poland
"St. John Cantius High School, Poznań, Poland",general education liceum,John Cantius,Poznań,1920-01-01,Poland
Konarski Secondary School in Rzeszów,general education liceum,Stanislas Konarski,Rzeszów,1646-01-01,Poland
Jan III Sobieski High School in Kraków,general education liceum,John III Sobieski,Kraków,1883-01-01,Poland
Saint Mary Magdalene High School in Poznań,general education liceum,Mary Magdalena,Poznań,1303-01-01,Poland
Maria-Magdalenen-Gymnasium,school,Silesian Piasts,Wrocław,1929-01-01,Poland
Stefan Żeromski High School No. 1 in Ełk,general education liceum,Stefan Żeromski,Ełk,1945-09-01,Poland
Copernicus Bilingual High School in Warsaw,general education liceum,Nicolaus Copernicus,Warsaw,1949-01-01,Poland
