col0,col1,col2,col3
Tennessee Bureau of Investigation,1980-03-27,intelligence agency,550
Ministry of Public Security,1968-01-01,Mexico City Government cabinet,88000
Montgomery County Sheriff's Office,1777-07-01,headquarters,165
Montgomery County Police Department,1922-07-04,headquarters,6
New South Wales Crime Commission,1986-01-20,law enforcement agency,150
New Jersey State Detectives,1871-01-01,law enforcement agency,25
Nevada Capitol Police,1985-01-01,law enforcement agency,27
Montgomery County Sheriff's Office,1777-07-01,law enforcement agency,165
Montgomery County Police Department,1922-07-04,law enforcement agency,6
Ministry of Public Security,1968-01-01,law enforcement agency,88000
Ministry of Internal Affairs of Chechnya,1991-01-01,law enforcement agency,9000
Michigan Conservation Officers,1887-01-01,law enforcement agency,239
Maryland Transit Administration Police,1971-01-01,law enforcement agency,230
Malaysian Maritime Enforcement Agency,2005-02-15,law enforcement agency,7000
Los Angeles Port Police,1911-01-01,law enforcement agency,261
