col0,col1,col2,col3
InvadR,United States of America,Busch Gardens Williamsburg,Great Coasters International
Gold Striker,United States of America,California's Great America,Great Coasters International
Mystic Timbers,United States of America,Kings Island,Great Coasters International
Cannonball Run,United States of America,Waterville USA,Custom Coasters International
Rampage,United States of America,Alabama Splash Adventure,Custom Coasters International
Medusa,Mexico,Six Flags México,Custom Coasters International
Boardwalk Bullet,United States of America,Kemah Boardwalk,Martin & Vleminckx
Montaña Rusa,Mexico,La Feria Chapultepec Mágico,National Amusement Devices
Outlaw Run,United States of America,Silver Dollar City,Rocky Mountain Construction
Comet,United States of America,Waldameer Park,Philadelphia Toboggan Coasters
Pegasus,Netherlands,Kaatsheuvel,Dinn Corporation
Gwazi,United States of America,Busch Gardens Tampa,Great Coasters International
Thunderhead,United States of America,Dollywood,Great Coasters International
American Thunder,United States of America,Six Flags St. Louis,Great Coasters International
Cheetah,United States of America,Wild Adventures,Custom Coasters International
Timber Terror,United States of America,Silverwood Theme Park,Custom Coasters International
Cyclops,United States of America,Mt. Olympus Water & Theme Park,Custom Coasters International
Boulder Dash,United States of America,Lake Compounce,Custom Coasters International
Mega Zeph,United States of America,Six Flags New Orleans,Custom Coasters International
Balder,Sweden,Liseberg,Intamin
