col0,col1,col2,col3,col4
WB-Aqua Protect-Veranclassic 2018,2018-12-31,2018-01-01,Frédéric Amorison,Lukas Spengler
Bora-Argon 18 2016,2016-12-31,2016-01-01,Steffen Radochla,Shane Archbold
CCC Sprandi Polkowice 2017,2017-12-31,2017-01-01,Sławomir Błaszczyk,Jonas Koch
Nippo-Vini Fantini 2017,2017-12-31,2017-01-01,Mario Manzoni,Ivan Santaromita
Funvic Soul Cycles-Carrefour 2016,2016-12-31,2016-01-01,Benedito Azevedo,Kléber Ramos
Direct Énergie 2017,2017-12-31,2017-01-01,Thibaut Macé,Yohann Gène
Androni Giocattoli 2017,2017-12-31,2017-01-01,Alessandro Spezialetti,Andrea Palini
Israel Cycling Academy 2018,2018-12-31,2018-01-01,Óscar Guerrero,Ben Hermans
Caja Rural-Seguros RGA 2018,2018-12-31,2018-01-01,Rubén Martínez,Fabricio Ferrari
WB-Veranclassic-Aqua Protect 2017,2017-12-31,2017-01-01,Olivier Kaisen,Kevyn Ista
Israel Cycling Academy 2017,2017-12-31,2017-01-01,Kjell Carlström,Zak Dempster
Wilier Triestina-Selle Italia 2018,2018-12-31,2018-01-01,Luca Amoriello,Simone Bevilacqua
Gazprom-RusVelo 2016,2016-12-31,2016-01-01,Aleksandr Kuschynski,Alexey Kurbatov
2016 Wilier Triestina-Southeast,2016-12-31,2016-01-01,Luca Scinto,Rafael Andriato
Topsport Vlaanderen-Baloise 2016,2016-12-31,2016-01-01,Hans De Clercq,Jarl Salomein
Nippo-Vini Fantini-Europa Ovini 2018,2018-12-31,2018-01-01,Stefano Giuliani,Simone Ponzi
Rally Cycling 2018,2018-12-31,2018-01-01,Patrick McCarty,Brad Huff
Vital Concept 2018,2018-12-31,2018-01-01,Didier Rous,Steven Lammertink
Direct Énergie 2018,2018-12-31,2018-01-01,Dominique Arnould,Sylvain Chavanel
UnitedHealthcare 2017,2017-12-31,2017-01-01,Sebastien Alexandre,Lachlan Norris
