col0,col1,col2
National Police of Mali,Mali,Law enforcement in Mali
Chadian National Police,Chad,Law enforcement in Chad
National Police (Burkina Faso),Burkina Faso,Law enforcement in Burkina Faso
Argentine Federal Police,Argentina,Ministry of Security
National Police,Burkina Faso,Burkina Faso military
National Police,Central African Republic,Central African Armed Forces
National Police of Ukraine,Ukraine,Ministry of Internal Affairs of Ukraine
Malawi Police,Malawi,Malawian Defence Force
Chungcheongbuk-do Police Agency,South Korea,National Police Agency of South Korea
Jeollanam-do Police Agency,South Korea,National Police Agency of South Korea
Daegu Metropolitan Police Agency,South Korea,National Police Agency of South Korea
Chungcheongnam-do Police Agency,South Korea,National Police Agency of South Korea
Jeju Special Self-governing Provincial Police Agency,South Korea,National Police Agency of South Korea
Jeollabuk-do Police Agency,South Korea,National Police Agency of South Korea
Incheon Metropolitan Police Agency,South Korea,National Police Agency of South Korea
Gwangju Metropolitan Police Agency,South Korea,National Police Agency of South Korea
Gyeongsangbuk-do Poice Agency,South Korea,National Police Agency of South Korea
Main Department of National Police in Ternopil Region,Ukraine,National Police of Ukraine
