col0,col1,col2,col3,col4
Manowar,Template:Manowar,1980-01-01,Ross the Boss,1980-01-01
Judas Priest,Template:Judas Priest,1968-01-01,Rob Halford,1968-01-01
Death,Template:Death (band),1983-01-01,Chuck Schuldiner,1996-01-01
Slayer,Template:Slayer,1981-01-01,Paul Bostaph,1981-01-01
Iron Maiden,Template:Iron Maiden,1975-01-01,Bruce Dickinson,1975-01-01
Black Sabbath,Template:Black Sabbath,1968-01-01,Ozzy Osbourne,1968-01-01
Metallica,Template:Metallica,1982-10-28,Lars Ulrich,1981-01-01
Accept,Template:Accept,1968-01-01,Peter Baltes,1976-01-01
Helloween,Template:Helloween,1984-01-01,Andi Deris,1984-01-01
Vision Divine,Template:Vision Divine,1998-01-01,Michele Luppi,1998-01-01
Sentenced,Template:Sentenced,1989-01-01,Ville Laihiala,1989-01-01
Pestilence,Template:Pestilence,1986-01-01,Patrick Mameli,1986-01-01
Moonspell,Template:Moonspell,1992-01-01,Fernando Ribeiro,1992-01-01
Saxon,Template:Saxon,1976-01-01,Biff Byford,1976-01-01
Overkill,Template:Overkill,1980-01-01,D. D. Verni,1980-01-01
Angra,Template:Angra,1991-10-23,Kiko Loureiro,1991-01-01
Testament,Template:Testament,1983-01-01,Gene Hoglan,1982-01-01
W.A.S.P.,Template:W.A.S.P.,1982-01-01,Blackie Lawless,1982-01-01
Mötley Crüe,Template:Mötley Crüe,1981-01-01,Tommy Lee,1981-01-01
Mercyful Fate,Template:Mercyful Fate,1981-01-01,King Diamond,1981-01-01
