col0,col1,col2,col3,col4
SAP SE,Dietmar Hopp,New York Stock Exchange,Societas Europaea,software industry
Microsoft,Bill Gates,NASDAQ,corporation,software industry
IBM,Charles Ranlett Flint,New York Stock Exchange,joint-stock company,software industry
Microsoft,Bill Gates,Hong Kong Stock Exchange,public company,software development
MicroStrategy,Michael J. Saylor,NASDAQ,public company,software development
Sun Microsystems,Bill Joy,NASDAQ,public company,software development
Microsoft,Paul G. Allen,NASDAQ,public company,software development
Sun Microsystems,Andy Bechtolsheim,NASDAQ,public company,software development
Microsoft,Bill Gates,NASDAQ,public company,software development
SAP SE,Dietmar Hopp,New York Stock Exchange,Societas Europaea,software development
Microsoft,Bill Gates,NASDAQ,corporation,software development
MicroStrategy,Michael J. Saylor,NASDAQ,public company,analytics
Sun Microsystems,Andy Bechtolsheim,NASDAQ,public company,computing
IBM,Charles Ranlett Flint,New York Stock Exchange,joint-stock company,computer hardware
MicroStrategy,Michael J. Saylor,NASDAQ,public company,data visualization
